day,state,group_size,homeowner,car_age,car_value,risk_factor,age_oldest,age_youngest,married_couple,C_previous,duration_previous,A,B,C,D,E,F,G,cost
0,NY,1,1,3,g,3.0,30,30,0,3.0,11.0,1,1,3,3,1,0,2,673
0,NY,1,1,3,g,3.0,30,30,0,3.0,11.0,1,1,3,3,1,0,2,678
0,NY,1,1,3,g,3.0,30,30,0,3.0,11.0,1,1,3,3,1,0,2,682
0,NY,1,1,3,g,3.0,30,30,0,3.0,11.0,1,1,3,3,1,0,2,678
0,NY,1,1,3,g,3.0,30,30,0,3.0,11.0,1,1,3,3,1,0,2,678
4,WA,1,0,15,e,3.0,21,21,0,3.0,1.0,1,0,3,3,0,1,3,723
4,WA,1,0,12,e,3.0,21,21,0,3.0,1.0,1,0,2,2,0,2,3,733
0,PA,1,0,35,a,0.0,69,69,0,1.0,8.0,0,0,1,1,0,0,1,660
0,PA,1,0,35,a,0.0,69,69,0,1.0,8.0,0,0,1,1,0,0,1,642
3,FL,1,0,14,d,4.0,46,46,0,1.0,3.0,2,0,1,1,0,3,3,654
3,FL,1,0,14,d,4.0,46,46,0,1.0,3.0,2,0,1,1,0,3,3,648
2,NH,1,0,10,e,2.0,52,52,0,3.0,13.0,1,1,3,3,1,1,1,575
2,NH,1,0,10,e,2.0,52,52,0,3.0,13.0,1,0,3,3,0,1,1,573
2,NH,1,0,10,e,2.0,52,52,0,3.0,13.0,1,0,3,3,0,1,1,574
3,MD,1,1,1,d,4.0,23,23,0,2.0,6.0,0,0,2,2,0,0,3,634
3,MD,1,1,1,e,4.0,23,23,0,2.0,6.0,1,0,2,2,0,2,3,714
1,NY,1,0,9,e,3.0,42,42,0,2.0,12.0,1,0,2,2,0,0,2,675
1,NY,1,0,9,e,3.0,42,42,0,2.0,12.0,1,0,2,2,1,0,2,669
1,NY,1,0,9,e,3.0,42,42,0,2.0,12.0,1,0,2,2,1,0,2,680
1,NY,1,0,9,e,3.0,42,42,0,2.0,12.0,1,0,2,2,1,0,2,684
1,NY,1,0,9,e,3.0,42,42,0,2.0,12.0,2,0,2,2,1,0,2,678
4,OH,1,1,9,e,0.0,27,27,0,4.0,3.0,1,0,4,3,1,2,2,592
4,OH,1,1,9,e,0.0,27,27,0,4.0,3.0,1,0,3,3,1,2,2,589
3,PA,1,0,4,f,4.0,53,53,0,0.0,0.0,1,1,1,1,1,2,2,770
3,PA,1,0,4,f,4.0,53,53,0,0.0,0.0,1,1,1,1,1,2,1,712
3,PA,1,0,1,h,4.0,53,53,0,0.0,0.0,1,1,1,1,1,2,1,724
3,PA,1,0,1,h,4.0,53,53,0,3.0,2.0,1,1,3,3,1,2,1,696
3,PA,1,0,1,h,4.0,53,53,0,3.0,2.0,1,1,3,3,1,2,1,696
3,PA,1,0,1,g,4.0,53,53,0,3.0,2.0,1,1,3,3,1,2,1,686
3,PA,1,0,1,h,4.0,53,53,0,3.0,2.0,1,1,3,3,1,2,1,696
4,OH,1,0,13,g,0.0,32,32,0,1.0,1.0,1,1,2,3,1,2,3,646
4,OH,1,0,13,g,0.0,32,32,0,1.0,1.0,1,1,2,3,1,2,3,646
4,OH,1,0,13,g,0.0,32,32,0,1.0,1.0,1,0,3,3,0,2,3,648
4,OH,1,0,13,g,0.0,32,32,0,1.0,1.0,1,0,3,3,0,2,3,657
4,OH,1,0,13,g,0.0,32,32,0,1.0,1.0,1,0,3,3,0,2,3,657
4,OH,1,0,13,g,0.0,32,32,0,1.0,1.0,1,0,1,1,0,2,3,649
4,OH,1,0,13,g,0.0,32,32,0,1.0,1.0,1,0,3,3,0,2,3,657
4,OH,1,0,13,g,0.0,32,32,0,1.0,1.0,2,0,1,1,0,3,3,637
4,OH,1,0,13,g,0.0,32,32,0,1.0,1.0,2,0,1,1,0,3,3,648
1,OR,1,1,8,d,2.0,46,46,0,3.0,8.0,1,0,3,3,1,1,2,577
1,OR,1,1,8,d,2.0,46,46,0,3.0,8.0,1,0,3,3,1,1,2,586
1,OR,1,1,8,d,2.0,46,46,0,3.0,8.0,1,0,3,3,1,1,2,586
0,AR,1,1,9,h,2.0,40,40,0,1.0,15.0,1,1,3,3,1,2,4,659
0,AR,1,1,9,h,2.0,40,40,0,1.0,15.0,2,0,3,3,0,2,1,625
0,AR,1,1,9,h,2.0,40,40,0,1.0,15.0,2,0,3,3,0,2,1,625
0,AR,1,1,9,h,2.0,40,40,0,1.0,15.0,2,0,3,3,0,2,1,625
2,FL,1,0,1,h,1.0,28,28,0,2.0,11.0,1,0,3,3,1,2,4,660
2,FL,1,0,1,h,1.0,28,28,0,2.0,11.0,1,0,3,3,1,2,4,660
2,FL,1,0,1,h,1.0,28,28,0,2.0,11.0,1,0,3,3,1,2,4,661
0,FL,1,1,9,g,3.0,43,43,0,1.0,8.0,1,1,3,3,1,2,3,678
0,FL,1,1,9,g,3.0,43,43,0,1.0,8.0,1,0,1,1,0,2,3,647
0,FL,1,1,9,g,3.0,43,43,0,1.0,8.0,1,0,1,1,0,2,3,647
0,FL,1,1,9,g,3.0,43,43,0,1.0,8.0,1,0,1,1,0,2,3,640
0,FL,1,1,9,g,3.0,43,43,0,1.0,8.0,1,0,1,1,0,2,3,640
0,FL,1,1,9,g,3.0,43,43,0,1.0,8.0,1,0,1,1,0,2,3,640
0,FL,1,1,9,g,3.0,43,43,0,1.0,8.0,1,0,1,1,0,2,3,640
3,OK,1,1,15,f,4.0,75,75,0,1.0,5.0,2,0,1,1,0,2,4,609
3,OK,1,1,15,g,4.0,75,75,0,1.0,5.0,0,0,1,2,0,0,2,566
0,TN,2,1,11,d,0.0,41,40,1,3.0,5.0,2,1,3,3,1,1,1,602
0,TN,2,1,11,d,0.0,41,40,1,3.0,5.0,0,1,3,3,0,0,1,557
0,TN,2,1,11,d,0.0,41,40,1,3.0,5.0,0,1,3,3,0,0,1,563
1,MO,2,1,7,e,1.0,61,16,0,4.0,2.0,2,1,2,3,0,3,2,556
1,MO,2,1,7,e,1.0,61,16,0,4.0,2.0,1,1,4,3,0,2,3,602
1,MO,2,1,7,e,1.0,61,16,0,4.0,2.0,1,1,4,3,0,2,3,602
0,TN,1,1,9,e,3.0,74,74,0,3.0,1.0,1,1,3,3,1,2,1,606
0,TN,1,1,9,e,3.0,74,74,0,3.0,1.0,2,1,3,3,1,2,1,604
0,ND,1,0,22,g,3.0,22,22,0,0.0,0.0,1,0,3,3,0,1,2,775
0,ND,1,0,22,g,3.0,22,22,0,0.0,0.0,0,0,3,3,0,0,2,628
0,DC,1,0,14,a,0.0,52,52,0,0.0,0.0,0,0,1,1,0,0,2,652
0,DC,1,0,14,a,0.0,52,52,0,0.0,0.0,0,0,1,1,0,0,2,656
0,DC,1,0,14,a,0.0,52,52,0,0.0,0.0,0,0,1,1,0,0,2,656
0,DC,1,0,14,a,0.0,52,52,0,0.0,0.0,0,0,1,1,0,0,2,656
1,PA,1,0,4,f,0.0,25,25,0,3.0,9.0,1,0,3,3,0,2,2,611
1,PA,1,0,4,f,0.0,25,25,0,3.0,9.0,1,0,3,3,0,2,2,611
1,PA,1,0,4,f,0.0,25,25,0,3.0,9.0,1,0,3,3,0,2,2,615
5,MS,1,1,1,f,0.0,41,41,0,1.0,1.0,0,0,1,1,0,0,2,631
5,MS,1,1,1,f,0.0,41,41,0,1.0,1.0,2,1,1,1,1,2,2,696
5,MS,1,1,1,f,0.0,41,41,0,1.0,1.0,2,1,1,1,1,2,2,683
1,CO,1,1,7,g,0.0,71,71,0,3.0,6.0,1,0,3,3,0,2,1,690
1,CO,1,1,7,g,0.0,71,71,0,3.0,6.0,1,0,3,3,0,2,1,690
1,CO,1,1,7,g,0.0,71,71,0,3.0,6.0,2,0,3,3,0,1,1,688
0,FL,1,0,7,e,2.0,25,25,0,3.0,10.0,1,0,1,2,0,1,3,620
0,FL,1,0,7,e,2.0,25,25,0,3.0,10.0,1,0,1,2,0,1,3,620
0,FL,1,0,7,e,2.0,25,25,0,3.0,10.0,1,0,1,2,0,1,3,620
0,FL,1,0,7,e,2.0,25,25,0,3.0,10.0,1,0,1,2,0,1,3,620
0,FL,1,0,7,e,2.0,25,25,0,3.0,10.0,1,0,1,2,0,1,3,620
0,FL,1,0,7,e,2.0,25,25,0,3.0,10.0,1,0,1,2,0,1,3,620
2,FL,2,1,7,f,2.0,72,71,1,3.0,15.0,1,0,3,3,1,0,4,658
2,FL,2,1,7,f,2.0,72,71,1,3.0,15.0,1,0,3,3,1,1,4,643
2,FL,2,1,7,f,2.0,72,71,1,3.0,15.0,1,0,3,3,1,1,4,660
0,FL,1,1,1,f,0.0,65,65,0,0.0,0.0,1,1,1,1,1,1,2,668
0,FL,1,1,1,g,2.0,65,65,0,4.0,4.0,1,1,3,1,1,2,3,638
0,FL,1,1,1,g,2.0,65,65,0,4.0,4.0,1,1,3,1,1,2,3,642
3,CO,2,0,7,e,4.0,52,23,0,3.0,5.0,1,0,3,3,0,2,1,611
3,CO,2,0,7,e,4.0,52,23,0,3.0,5.0,1,0,3,3,0,2,1,616
3,CO,2,0,7,e,4.0,52,23,0,3.0,5.0,1,0,3,3,0,2,1,616
3,CO,2,0,7,e,4.0,52,23,0,3.0,5.0,1,0,3,3,0,2,1,616
3,CO,2,0,7,e,4.0,52,23,0,3.0,5.0,1,0,3,3,0,2,1,616
2,FL,1,1,0,f,3.0,52,52,0,4.0,3.0,1,0,1,2,1,1,3,683
2,FL,1,1,0,f,3.0,52,52,0,4.0,3.0,1,1,3,3,1,2,3,660
2,NY,1,1,3,e,1.0,73,73,0,3.0,2.0,1,0,3,2,0,0,3,617
2,NY,1,1,3,e,1.0,73,73,0,3.0,2.0,1,0,3,3,0,0,2,605
5,WA,1,0,7,d,0.0,23,23,0,4.0,6.0,0,0,1,1,0,0,4,631
5,WA,1,0,7,d,0.0,23,23,0,4.0,6.0,0,0,1,1,0,0,4,634
1,FL,1,0,4,d,1.0,69,69,0,3.0,10.0,1,0,3,3,0,1,3,602
1,FL,1,0,4,d,1.0,69,69,0,3.0,10.0,1,0,3,3,0,1,3,602
1,FL,1,0,4,d,1.0,69,69,0,3.0,10.0,1,0,3,3,0,1,3,602
1,FL,1,0,4,d,1.0,69,69,0,3.0,10.0,1,0,3,3,0,1,3,602
1,FL,1,0,4,d,1.0,69,69,0,3.0,10.0,1,0,3,3,0,1,3,602
2,OK,1,0,9,e,3.0,44,44,0,1.0,7.0,2,0,1,1,0,2,2,575
2,OK,1,0,9,e,3.0,44,44,0,1.0,7.0,0,0,1,2,0,0,2,540
2,OK,1,0,9,e,3.0,44,44,0,1.0,7.0,0,0,1,2,0,0,2,540
2,OK,1,0,9,e,3.0,44,44,0,1.0,7.0,0,0,1,2,0,0,2,532
2,OH,2,0,10,d,0.0,36,18,0,4.0,3.0,0,0,3,3,0,0,3,634
2,OH,2,0,10,d,0.0,36,18,0,4.0,3.0,0,0,3,3,0,0,3,639
2,OH,2,0,10,d,0.0,36,18,0,4.0,3.0,0,0,3,3,0,0,3,639
3,OH,1,1,16,e,3.0,72,72,0,3.0,9.0,1,0,3,3,1,2,2,591
3,OH,1,1,16,e,3.0,72,72,0,3.0,9.0,0,0,3,3,1,2,2,563
3,GA,1,0,4,e,3.0,23,23,0,2.0,3.0,1,0,2,2,0,1,2,721
3,GA,1,0,4,e,3.0,23,23,0,2.0,3.0,1,0,2,2,0,1,2,730
3,GA,1,0,4,e,3.0,23,23,0,2.0,3.0,1,0,2,2,0,1,2,730
3,GA,1,0,4,e,3.0,23,23,0,2.0,3.0,1,0,2,2,0,2,2,728
3,CT,1,0,19,d,0.0,26,26,0,1.0,2.0,0,0,1,1,0,0,2,650
3,CT,1,0,19,d,0.0,26,26,0,1.0,2.0,0,0,1,1,0,0,2,650
3,CT,1,0,19,d,0.0,26,26,0,1.0,2.0,0,0,1,1,0,0,2,650
3,CT,1,0,19,d,0.0,26,26,0,1.0,2.0,0,0,1,1,0,0,2,650
4,FL,2,1,7,e,2.0,75,70,1,3.0,10.0,0,0,1,2,0,0,4,594
4,FL,2,1,7,e,2.0,75,70,1,3.0,10.0,1,1,3,3,1,1,4,654
0,MO,2,1,10,f,3.0,75,75,1,3.0,15.0,1,1,2,2,0,2,1,585
0,MO,2,1,10,f,3.0,75,75,1,3.0,15.0,1,1,3,3,1,1,1,610
0,NH,1,1,1,f,4.0,50,50,0,3.0,1.0,1,1,3,3,1,1,1,594
0,NH,1,1,1,f,4.0,50,50,0,3.0,1.0,1,0,3,3,0,1,2,596
0,NH,1,1,1,f,4.0,50,50,0,3.0,1.0,1,0,3,3,0,1,2,596
0,NH,1,1,1,f,4.0,50,50,0,3.0,1.0,1,0,3,3,1,1,2,604
0,NH,1,1,1,f,4.0,50,50,0,3.0,1.0,1,0,3,3,1,1,2,604
0,NH,1,1,1,f,4.0,50,50,0,3.0,1.0,1,0,3,3,1,1,2,604
0,NH,1,1,1,f,4.0,50,50,0,3.0,1.0,1,0,3,3,1,1,2,612
2,PA,1,1,15,d,0.0,61,61,0,3.0,4.0,1,1,3,3,1,1,4,718
2,PA,1,1,15,d,0.0,61,61,0,3.0,4.0,1,1,3,3,1,1,1,707
0,NY,1,0,13,e,1.0,75,75,0,2.0,8.0,0,0,2,2,0,0,4,665
0,NY,1,0,13,e,1.0,75,75,0,2.0,8.0,0,0,2,2,0,0,2,655
0,NY,1,0,13,e,1.0,75,75,0,2.0,8.0,0,0,2,2,0,0,2,656
0,NY,1,0,13,e,1.0,75,75,0,2.0,8.0,0,0,2,2,0,0,2,656
1,GA,1,1,12,g,0.0,44,44,0,3.0,15.0,1,0,3,3,1,1,2,634
1,GA,1,1,12,g,0.0,44,44,0,3.0,15.0,1,0,3,3,1,1,2,642
1,GA,1,1,12,g,0.0,44,44,0,3.0,15.0,1,0,3,3,1,1,2,642
1,GA,1,1,12,g,0.0,44,44,0,3.0,15.0,1,0,3,3,1,1,2,642
1,GA,1,1,12,g,0.0,44,44,0,3.0,15.0,1,0,3,3,1,1,2,642
3,NY,1,1,4,g,2.0,67,67,0,3.0,4.0,2,0,3,3,1,3,2,676
3,NY,1,1,4,g,2.0,67,67,0,3.0,4.0,2,0,3,3,1,3,1,673
3,NY,1,1,4,g,2.0,67,67,0,3.0,4.0,2,0,3,3,1,3,1,673
3,NY,1,1,4,g,2.0,67,67,0,3.0,4.0,2,0,3,3,1,3,1,673
2,UT,1,0,3,e,0.0,20,20,0,3.0,4.0,1,1,3,3,0,1,2,633
2,UT,1,0,3,e,0.0,20,20,0,3.0,4.0,1,1,3,3,0,1,2,639
2,UT,1,0,3,e,0.0,20,20,0,3.0,4.0,1,1,3,3,0,1,2,639
2,UT,1,0,3,e,0.0,20,20,0,3.0,4.0,1,1,3,3,0,1,2,639
2,UT,1,0,3,e,0.0,20,20,0,3.0,4.0,1,1,3,3,0,1,2,639
2,UT,1,0,3,e,0.0,20,20,0,3.0,4.0,1,1,3,3,0,1,2,639
3,NY,1,0,8,d,3.0,58,58,0,3.0,7.0,1,1,3,3,1,0,4,640
3,NY,1,0,8,d,3.0,58,58,0,3.0,7.0,1,1,3,3,0,0,2,628
1,WA,2,0,8,e,0.0,30,29,1,2.0,8.0,1,0,1,1,0,1,1,655
1,WA,2,0,8,e,0.0,30,29,1,2.0,8.0,1,0,1,1,0,1,2,665
4,WA,1,1,9,f,4.0,32,32,0,3.0,8.0,1,1,3,2,1,1,4,638
4,WA,1,1,9,f,4.0,32,32,0,3.0,8.0,1,1,3,2,1,1,4,646
4,WA,1,1,9,f,4.0,32,32,0,3.0,8.0,1,1,3,2,1,1,4,644
4,PA,1,1,16,e,2.0,75,75,0,2.0,1.0,1,0,2,3,1,2,1,613
4,PA,1,1,16,e,2.0,75,75,0,2.0,1.0,1,0,2,3,1,2,1,596
0,NY,1,0,0,g,3.0,26,26,0,3.0,4.0,1,0,3,1,0,0,4,704
0,NY,1,0,0,g,3.0,26,26,0,3.0,4.0,2,0,3,3,0,0,4,692
0,NY,1,0,0,g,3.0,26,26,0,3.0,4.0,1,0,3,3,0,0,1,686
0,NY,1,0,0,g,3.0,26,26,0,3.0,4.0,1,0,3,3,1,0,1,688
0,NY,1,0,0,g,3.0,26,26,0,3.0,4.0,1,0,3,3,1,0,1,693
0,NY,1,0,0,g,3.0,26,26,0,3.0,4.0,1,0,3,3,1,0,1,693
0,NY,1,0,0,g,3.0,26,26,0,3.0,4.0,1,0,3,3,1,0,1,696
4,PA,1,0,8,f,0.0,50,50,0,0.0,0.0,0,0,1,1,0,0,2,662
4,PA,1,0,8,f,0.0,50,50,0,0.0,0.0,0,0,1,1,0,0,2,662
4,PA,1,0,8,f,0.0,50,50,0,0.0,0.0,1,0,1,1,0,2,2,733
3,MD,2,0,15,e,2.0,32,31,1,2.0,5.0,0,1,2,2,0,0,1,587
3,MD,2,0,15,e,2.0,32,31,1,2.0,5.0,0,1,2,2,0,0,1,580
0,FL,2,1,1,g,2.0,65,60,1,3.0,6.0,1,0,3,3,1,2,3,592
0,FL,2,1,1,g,2.0,65,60,1,3.0,6.0,1,0,3,3,1,2,3,589
0,PA,1,0,8,f,0.0,42,42,0,0.0,0.0,0,0,1,1,0,0,2,644
0,PA,1,0,8,f,0.0,42,42,0,0.0,0.0,2,0,1,1,0,3,2,686
2,PA,1,0,14,c,0.0,23,23,0,3.0,7.0,0,0,1,1,0,0,1,595
2,PA,1,0,14,c,0.0,23,23,0,3.0,7.0,0,0,1,2,0,0,2,596
2,PA,1,0,14,c,0.0,23,23,0,3.0,7.0,0,0,1,2,0,0,2,592
1,GA,1,0,8,e,0.0,23,23,0,0.0,0.0,0,0,2,3,0,0,3,646
1,GA,1,0,8,e,3.0,23,23,0,0.0,0.0,0,0,2,3,0,0,2,647
3,FL,1,1,4,f,3.0,73,73,0,2.0,4.0,1,1,1,2,1,2,3,639
3,FL,1,1,4,f,3.0,73,73,0,2.0,4.0,1,1,1,2,1,1,3,642
0,FL,1,1,1,f,3.0,37,37,0,2.0,15.0,2,0,1,1,0,3,3,643
0,FL,1,1,1,g,3.0,37,37,0,2.0,15.0,2,0,1,1,0,3,3,648
0,FL,1,1,1,g,3.0,37,37,0,2.0,15.0,2,0,1,1,0,3,3,648
0,FL,1,1,1,g,3.0,37,37,0,2.0,15.0,2,0,1,1,0,3,3,648
0,WA,1,0,5,d,2.0,67,67,0,3.0,0.0,0,0,1,1,0,0,4,561
0,WA,1,0,5,d,2.0,67,67,0,3.0,0.0,0,0,1,1,0,0,2,566
0,WA,1,0,5,d,2.0,67,67,0,3.0,0.0,1,0,1,1,0,1,2,600
0,WA,1,0,5,d,2.0,67,67,0,3.0,0.0,1,0,3,3,0,1,2,621
0,WA,1,0,5,d,2.0,67,67,0,3.0,0.0,1,0,3,3,0,1,2,621
0,WA,1,0,5,d,2.0,67,67,0,3.0,0.0,1,0,3,3,0,1,2,621
0,WA,1,0,5,d,2.0,67,67,0,3.0,0.0,1,0,3,3,0,1,2,621
3,MD,1,0,24,c,4.0,27,27,0,2.0,13.0,1,1,3,3,1,1,2,663
3,MD,1,0,24,c,4.0,27,27,0,2.0,13.0,0,1,2,2,0,0,2,615
3,MD,1,0,24,c,4.0,27,27,0,2.0,13.0,0,1,2,2,0,0,2,625
3,MD,1,0,24,c,4.0,27,27,0,2.0,13.0,0,1,2,2,0,0,2,625
3,FL,1,1,6,g,4.0,55,55,0,3.0,15.0,1,1,3,3,1,2,3,701
3,FL,1,1,6,g,4.0,55,55,0,3.0,15.0,1,1,3,3,1,2,3,694
3,FL,1,1,6,g,4.0,55,55,0,3.0,15.0,1,1,3,3,1,2,3,669
5,OH,1,0,21,c,0.0,22,22,0,3.0,6.0,1,0,2,2,0,1,3,642
5,OH,1,0,21,c,0.0,22,22,0,3.0,6.0,0,0,2,2,0,0,3,586
5,OH,1,1,21,c,0.0,22,22,0,3.0,6.0,0,0,2,2,0,0,3,570
0,MD,1,1,9,f,0.0,49,49,0,0.0,0.0,1,1,2,2,1,1,2,650
0,MD,1,1,9,f,0.0,49,49,0,0.0,0.0,1,1,2,2,1,1,3,658
0,FL,1,1,3,f,1.0,34,34,0,1.0,1.0,1,1,1,2,1,1,3,590
0,FL,1,1,3,f,1.0,34,34,0,1.0,1.0,1,1,1,2,1,2,3,592
0,FL,1,1,3,f,1.0,34,34,0,1.0,1.0,1,1,1,2,1,2,3,597
3,NY,1,1,2,f,2.0,63,63,0,3.0,15.0,1,0,3,2,0,0,2,629
3,NY,1,1,2,f,2.0,63,63,0,3.0,15.0,1,0,3,2,0,0,2,629
3,NY,1,1,2,f,2.0,63,63,0,3.0,15.0,1,0,3,2,0,0,2,629
1,AR,1,1,5,g,0.0,38,38,0,1.0,2.0,1,1,3,3,1,2,4,654
1,AR,1,1,5,g,0.0,38,38,0,1.0,2.0,1,1,1,3,1,2,1,634
1,AR,1,1,5,g,0.0,38,38,0,1.0,2.0,1,1,1,3,1,2,1,634
1,AR,1,1,5,g,0.0,38,38,0,1.0,2.0,1,1,1,3,1,2,1,634
1,AR,1,1,5,g,0.0,38,38,0,1.0,2.0,1,1,1,3,1,2,1,634
3,FL,2,1,4,e,1.0,59,58,1,3.0,15.0,0,0,2,1,0,0,4,519
3,FL,2,1,4,e,1.0,59,58,1,3.0,15.0,1,1,3,3,1,1,3,585
3,FL,2,1,4,e,1.0,59,58,1,3.0,15.0,1,1,3,3,1,1,3,585
0,GA,1,0,16,e,0.0,31,31,0,1.0,3.0,0,0,2,2,0,0,4,632
0,GA,1,0,16,e,0.0,31,31,0,1.0,3.0,0,0,2,2,0,0,2,635
0,GA,1,0,16,e,0.0,31,31,0,1.0,3.0,0,0,2,2,0,0,2,635
0,GA,1,0,16,e,0.0,31,31,0,1.0,3.0,0,0,2,2,0,0,2,635
1,WA,1,0,5,g,2.0,64,64,0,3.0,15.0,1,0,3,3,0,2,3,593
1,WA,1,0,5,g,2.0,64,64,0,3.0,15.0,1,0,3,3,0,2,3,593
2,OH,2,1,12,g,0.0,53,45,1,0.0,0.0,2,0,1,1,0,3,3,647
2,OH,2,1,12,g,0.0,53,45,1,0.0,0.0,2,0,2,1,0,2,3,645
2,OH,2,1,12,g,0.0,53,45,1,0.0,0.0,2,0,2,1,0,2,3,645
0,AL,1,1,2,f,0.0,27,27,0,4.0,3.0,1,1,4,3,1,1,2,656
0,AL,1,1,2,f,0.0,27,27,0,4.0,3.0,1,1,4,3,1,1,2,665
0,AL,1,1,2,f,0.0,27,27,0,4.0,3.0,1,1,4,3,1,1,2,665
2,RI,2,0,9,f,0.0,33,32,1,2.0,15.0,0,0,2,1,0,0,1,670
2,RI,2,0,9,f,0.0,33,32,1,2.0,15.0,1,0,1,2,1,2,1,701
2,RI,2,0,9,f,0.0,33,32,1,2.0,15.0,1,0,2,2,1,2,1,713
2,RI,2,0,9,f,0.0,33,32,1,2.0,15.0,0,0,1,3,0,0,1,657
2,RI,2,0,9,f,0.0,33,32,1,2.0,15.0,1,0,1,3,1,2,1,708
4,PA,1,1,15,e,4.0,60,60,0,3.0,6.0,1,0,3,3,0,1,2,593
4,PA,1,1,15,e,4.0,60,60,0,3.0,6.0,1,1,3,3,1,1,2,606
4,PA,1,1,15,e,4.0,60,60,0,3.0,6.0,1,1,3,3,1,1,2,614
4,PA,1,1,15,e,4.0,60,60,0,3.0,6.0,1,1,3,3,1,1,2,606
0,MO,1,0,6,f,0.0,25,22,1,1.0,2.0,1,0,3,3,0,2,2,643
0,MO,1,0,6,f,0.0,25,22,1,1.0,2.0,1,0,3,3,0,2,2,654
0,MD,1,0,2,e,1.0,47,47,0,1.0,6.0,1,0,1,1,0,1,4,671
0,MD,1,0,2,e,1.0,47,47,0,1.0,6.0,1,0,1,1,0,1,4,675
0,MD,1,0,2,e,1.0,47,47,0,1.0,6.0,1,0,1,1,0,1,4,684
0,MD,1,0,2,e,1.0,47,47,0,1.0,6.0,1,0,1,1,0,1,4,675
0,MD,1,0,2,e,1.0,47,47,0,1.0,6.0,1,0,1,1,0,1,4,667
4,FL,3,0,4,d,3.0,55,21,1,4.0,8.0,1,0,4,3,0,2,4,504
4,FL,3,0,4,d,3.0,55,21,1,4.0,8.0,1,0,4,3,0,2,4,574
1,MS,1,0,6,e,0.0,26,26,0,2.0,2.0,0,0,1,1,0,0,4,566
1,MS,1,0,6,e,0.0,26,26,0,2.0,2.0,1,1,1,1,1,2,1,624
1,MS,1,0,6,e,0.0,26,26,0,2.0,2.0,1,1,2,2,1,2,1,631
3,GA,1,1,3,e,0.0,29,29,0,3.0,13.0,2,1,3,2,1,2,3,638
3,GA,1,1,3,e,0.0,29,29,0,3.0,13.0,1,1,3,3,1,2,3,652
1,FL,1,0,10,h,3.0,22,22,0,4.0,7.0,1,0,3,3,0,2,3,663
1,FL,1,0,10,h,3.0,22,22,0,4.0,7.0,1,0,3,3,0,2,3,663
1,FL,1,0,10,h,3.0,22,22,0,4.0,7.0,1,0,3,3,0,2,3,662
1,FL,1,0,10,h,3.0,22,22,0,4.0,7.0,2,0,1,3,1,2,3,645
1,FL,1,0,10,h,3.0,22,22,0,4.0,7.0,2,0,1,3,1,2,3,645
2,GA,1,1,11,e,3.0,32,32,0,3.0,7.0,2,0,3,3,1,3,2,597
2,GA,1,1,11,e,3.0,32,32,0,3.0,7.0,2,0,3,3,1,2,4,627
4,FL,2,1,1,f,1.0,68,66,1,4.0,9.0,2,1,1,2,1,3,4,541
4,FL,2,1,1,f,1.0,68,66,1,4.0,9.0,1,1,4,3,1,2,4,587
4,FL,2,1,1,f,1.0,68,66,1,4.0,9.0,1,1,4,3,1,2,4,587
0,UT,1,0,17,e,0.0,51,51,0,1.0,8.0,1,0,2,3,0,2,1,594
0,UT,1,0,17,e,0.0,52,52,0,1.0,8.0,0,0,1,3,0,0,1,552
0,UT,1,0,17,e,0.0,52,52,0,1.0,8.0,0,0,1,3,0,0,1,552
2,OK,1,1,9,e,3.0,51,51,0,1.0,15.0,1,0,1,2,0,2,2,572
2,OK,1,1,9,e,3.0,51,51,0,1.0,15.0,1,0,1,2,0,2,2,576
4,CT,1,0,13,f,0.0,41,41,0,1.0,2.0,1,0,3,3,1,0,1,678
4,CT,1,0,13,f,0.0,41,41,0,1.0,2.0,1,0,1,3,1,0,1,671
1,MD,2,0,1,e,1.0,58,28,0,3.0,4.0,1,1,3,3,1,2,2,632
1,MD,2,0,1,e,1.0,58,28,0,3.0,4.0,1,0,3,3,0,2,2,627
3,TN,2,1,10,g,1.0,69,67,1,3.0,7.0,0,1,1,2,0,0,2,487
3,TN,2,1,10,g,1.0,69,67,1,3.0,7.0,1,1,3,3,1,2,2,557
3,TN,2,1,10,g,1.0,69,67,1,3.0,7.0,1,1,3,3,1,2,2,565
4,PA,2,1,13,g,0.0,28,28,1,1.0,3.0,0,0,1,3,0,0,2,666
4,PA,2,1,13,g,0.0,28,28,1,1.0,3.0,0,0,1,3,0,0,2,675
4,PA,2,1,13,g,0.0,28,28,1,1.0,3.0,0,0,1,3,0,0,2,672
3,NM,1,0,15,f,3.0,67,67,0,2.0,6.0,0,0,1,1,0,0,4,553
3,NM,1,0,15,f,3.0,67,67,0,2.0,6.0,1,0,2,2,0,2,2,630
2,FL,1,1,11,e,1.0,50,50,0,3.0,3.0,2,0,1,2,0,3,3,568
2,FL,1,1,11,e,1.0,50,50,0,3.0,3.0,1,0,3,3,1,2,3,610
2,FL,1,1,11,e,1.0,50,50,0,3.0,3.0,1,1,3,3,1,2,3,615
1,PA,1,0,1,e,0.0,31,31,0,3.0,8.0,1,1,3,3,1,1,1,662
1,PA,1,0,1,e,0.0,31,31,0,3.0,8.0,1,1,3,3,1,1,1,639
1,PA,1,0,1,e,0.0,31,31,0,3.0,8.0,1,1,3,3,1,1,1,645
1,PA,1,0,1,e,0.0,31,31,0,3.0,8.0,1,1,3,3,1,1,1,639
